Name,Full Address,State,Phone Number,Location,Opening hours
McDonald's,"611 Shoshoni St, Thermopolis, WY 82443","Thermopolis, WY 82443",(307) 864-2323,https://www.google.com/maps?cid=13915397698671520450,"Sunday:[6AM-11PM], Monday:[6AM-11PM], Tuesday:[6AM-11PM], Wednesday:[6AM-11PM], Thursday:[6AM-11PM], Friday:[6AM-11PM], Saturday:[6AM-11PM]"
McDonald's,"1666 Snowy Range Rd, Laramie, WY 82070","Laramie, WY 82070",(307) 745-0006,https://www.google.com/maps?cid=2665364505646931698,"Sunday:[5AM-12AM], Monday:[5AM-12AM], Tuesday:[5AM-12AM], Wednesday:[5AM-12AM], Thursday:[5AM-12AM], Friday:[5AM-1AM], Saturday:[5AM-1AM]"
McDonald's,"1607 Elk St, Rock Springs, WY 82901","Rock Springs, WY 82901",(307) 362-8883,https://www.google.com/maps?cid=6284892232788295129,"Sunday:[5AM-11PM], Monday:[5AM-11PM], Tuesday:[5AM-11PM], Wednesday:[5AM-11PM], Thursday:[5AM-11PM], Friday:[5AM-12AM], Saturday:[5AM-12AM]"
McDonald's,"2112 Westover Rd, Gillette, WY 82718","Gillette, WY 82718",(307) 682-1134,https://www.google.com/maps?cid=6000421121560340181,"Sunday:[6AM-11PM], Monday:[6AM-11PM], Tuesday:[6AM-11PM], Wednesday:[6AM-11PM], Thursday:[6AM-11PM], Friday:[6AM-11PM], Saturday:[6AM-11PM]"
McDonald's,"1700 Big Horn Ave, Worland, WY 82401","Worland, WY 82401",(307) 347-2790,https://www.google.com/maps?cid=7033738240030527179,"Sunday:[6AM-11PM], Monday:[6AM-11PM], Tuesday:[6AM-11PM], Wednesday:[6AM-11PM], Thursday:[6AM-11PM], Friday:[6AM-11PM], Saturday:[6AM-11PM]"
McDonald's,"2590 N Main St, Sheridan, WY 82801","Sheridan, WY 82801",(307) 672-5900,https://www.google.com/maps?cid=11385660275003267414,"Sunday:[6AM-10PM], Monday:[6AM-10PM], Tuesday:[6AM-10PM], Wednesday:[6AM-10PM], Thursday:[6AM-10PM], Friday:[6AM-10PM], Saturday:[6AM-10PM]"
McDonald's,"4000 W College Dr, Cheyenne, WY 82007","Cheyenne, WY 82007",(307) 637-8009,https://www.google.com/maps?cid=14181538336370328445,"Sunday:[5AM-12AM], Monday:[5AM-12AM], Tuesday:[5AM-12AM], Wednesday:[5AM-12AM], Thursday:[5AM-12AM], Friday:[5AM-1AM], Saturday:[5AM-1AM]"
Mcdonald's Office,"7300 Yellowstone Rd, Cheyenne, WY 82009","Cheyenne, WY 82009",(307) 635-6410,https://www.google.com/maps?cid=11630618764195224049,"Sunday:[Closed], Monday:[8AM-2PM], Tuesday:[8AM-2PM], Wednesday:[8AM-2PM], Thursday:[8AM-2PM], Friday:[8AM-2PM], Saturday:[Closed]"
McDonald's,"3410 Dell Range Blvd, Cheyenne, WY 82009","Cheyenne, WY 82009",(307) 775-0286,https://www.google.com/maps?cid=4275015656949209990,"Sunday:[5AM-1AM], Monday:[5AM-1AM], Tuesday:[5AM-1AM], Wednesday:[5AM-1AM], Thursday:[5AM-1AM], Friday:[5AM-2AM], Saturday:[5AM-2AM]"
"WY40 Inc, dba McDonald's","1695 Sunset Dr Ste 102, Rock Springs, WY 82901","Rock Springs, WY 82901",(307) 362-9475,https://www.google.com/maps?cid=15836498755926630140,
McDonald's,"131 Ryan Rd, Spearfish, SD 57783","Spearfish, SD 57783",(605) 642-2053,https://www.google.com/maps?cid=7212822086728259286,"Sunday:[6AM-11PM], Monday:[6AM-11PM], Tuesday:[6AM-11PM], Wednesday:[6AM-11PM], Thursday:[6AM-11PM], Friday:[6AM-11PM], Saturday:[6AM-11PM]"
Mc Donald's Body Shop & Towing,"601 W Adams Ave, Riverton, WY 82501","Riverton, WY 82501",(307) 856-2590,https://www.google.com/maps?cid=13359267432059301966,
McDonald Landscaping,,NA,(307) 259-7597,https://www.google.com/maps?cid=3962726092357739792,"Sunday:[8AM-6PM], Monday:[8AM-6PM], Tuesday:[8AM-6PM], Wednesday:[8AM-6PM], Thursday:[8AM-6PM], Friday:[8AM-6PM], Saturday:[Closed]"
Mr. Bill's Burgers,"1501 S 3rd St, Laramie, WY 82070","Laramie, WY 82070",(307) 460-3084,https://www.google.com/maps?cid=831421926527273299,"Sunday:[Closed], Monday:[Closed], Tuesday:[7AM-8PM], Wednesday:[7AM-8PM], Thursday:[7AM-8PM], Friday:[7AM-8PM], Saturday:[7AM-8PM]"
McDonald's,"4811 E Viking Blvd, Wyoming, MN 55092","Wyoming, MN 55092",(651) 462-0556,https://www.google.com/maps?cid=1998266635116213273,"Sunday:[5AM-11PM], Monday:[5AM-11PM], Tuesday:[5AM-11PM], Wednesday:[5AM-11PM], Thursday:[5AM-11PM], Friday:[5AM-11PM], Saturday:[5AM-11PM]"
Arby's,"91 16th St, Wheatland, WY 82201","Wheatland, WY 82201",(307) 322-5432,https://www.google.com/maps?cid=7432922918054556634,"Sunday:[6AM-10PM], Monday:[6AM-9PM], Tuesday:[6AM-10PM], Wednesday:[6AM-10PM], Thursday:[6AM-10PM], Friday:[6AM-10PM], Saturday:[6AM-10PM]"
Subway,"1088 W Pine St, Pinedale, WY 82941","Pinedale, WY 82941",(307) 367-3346,https://www.google.com/maps?cid=2791671774665292939,"Sunday:[9AM-8PM], Monday:[9AM-8PM], Tuesday:[9AM-8PM], Wednesday:[9AM-8PM], Thursday:[9AM-8PM], Friday:[9AM-8PM], Saturday:[9AM-8PM]"
McDonald Brothers Upholstery,"1100 Skyline Rd, Laramie, WY 82072","Laramie, WY 82072",(307) 399-4362,https://www.google.com/maps?cid=15187326593455539130,
Wendy's,"4281 E 2nd St, Casper, WY 82609","Casper, WY 82609",(307) 237-9378,https://www.google.com/maps?cid=14947644108187327618,"Sunday:[6:30AM-10PM], Monday:[6:30AM-10PM], Tuesday:[6:30AM-10PM], Wednesday:[6:30AM-10PM], Thursday:[6:30AM-10PM], Friday:[6:30AM-10PM], Saturday:[6:30AM-10PM]"
Wendy's,"1111 CY Ave, Casper, WY 82604","Casper, WY 82604",(307) 235-4578,https://www.google.com/maps?cid=14740543137379007526,"Sunday:[6:30AM-10PM], Monday:[6:30AM-10PM], Tuesday:[6:30AM-10PM], Wednesday:[6:30AM-10PM], Thursday:[6:30AM-10PM], Friday:[6:30AM-10PM], Saturday:[6:30AM-10PM]"
Wendy's,"1830 Dell Range Blvd, Cheyenne, WY 82009","Cheyenne, WY 82009",(307) 635-0392,https://www.google.com/maps?cid=11946221910271627317,"Sunday:[6:30AM-11PM], Monday:[6:30AM-11PM], Tuesday:[6:30AM-11PM], Wednesday:[6:30AM-11PM], Thursday:[6:30AM-11PM], Friday:[6:30AM-11PM], Saturday:[6:30AM-11PM]"
Wendy's,"1452 N McCue St, Laramie, WY 82072","Laramie, WY 82072",(307) 742-2878,https://www.google.com/maps?cid=3836437810940797021,"Sunday:[6AM-12AM], Monday:[6AM-12AM], Tuesday:[6AM-12AM], Wednesday:[6AM-12AM], Thursday:[6AM-12AM], Friday:[6AM-12AM], Saturday:[6AM-12AM]"
Wendy's,"3103 Grand Ave, Laramie, WY 82070","Laramie, WY 82070",(307) 742-0082,https://www.google.com/maps?cid=9082930048487950076,"Sunday:[6:30AM-11PM], Monday:[6:30AM-11PM], Tuesday:[6:30AM-11PM], Wednesday:[6:30AM-11PM], Thursday:[6:30AM-11PM], Friday:[6:30AM-11PM], Saturday:[6:30AM-11PM]"
Wendy's,"1913 S Douglas Hwy, Gillette, WY 82718","Gillette, WY 82718",(307) 686-0106,https://www.google.com/maps?cid=3517792743972329760,"Sunday:[6:30AM-10PM], Monday:[6:30AM-10PM], Tuesday:[6:30AM-10PM], Wednesday:[6:30AM-10PM], Thursday:[6:30AM-10PM], Friday:[6:30AM-11PM], Saturday:[6:30AM-11PM]"
Wendy's,"1981 Dewar Dr, Rock Springs, WY 82901","Rock Springs, WY 82901",(307) 362-6985,https://www.google.com/maps?cid=6493188497917148301,"Sunday:[6:30AM-11PM], Monday:[6:30AM-11PM], Tuesday:[6:30AM-11PM], Wednesday:[6:30AM-11PM], Thursday:[6:30AM-12AM], Friday:[6:30AM-12AM], Saturday:[6:30AM-12AM]"
Sonic Drive-In,"2510 Grand Ave, Laramie, WY 82070","Laramie, WY 82070",(307) 742-9395,https://www.google.com/maps?cid=11256009181016782769,"Sunday:[10AM-8PM], Monday:[10AM-8PM], Tuesday:[10AM-8PM], Wednesday:[10AM-8PM], Thursday:[10AM-8PM], Friday:[10AM-8PM], Saturday:[10AM-8PM]"
McDonald's,"608 Wyoming Ave, Creston, IA 50801","Creston, IA 50801",(641) 782-7775,https://www.google.com/maps?cid=17798239193970670950,"Sunday:[5AM-11PM], Monday:[5AM-11PM], Tuesday:[5AM-11PM], Wednesday:[5AM-11PM], Thursday:[5AM-11PM], Friday:[5AM-11PM], Saturday:[5AM-11PM]"
McDonald's,"8601 Central Ave NE, Albuquerque, NM 87108","Albuquerque, NM 87108",(505) 255-9338,https://www.google.com/maps?cid=5268544337727948979,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]"
Hardee's,"207 S Miller Ave, Gillette, WY 82716","Gillette, WY 82716",(307) 687-1620,https://www.google.com/maps?cid=9235987490348902021,"Sunday:[6AM-10PM], Monday:[6AM-10PM], Tuesday:[6AM-10PM], Wednesday:[6AM-10PM], Thursday:[6AM-10PM], Friday:[6AM-10PM], Saturday:[6AM-10PM]"
Wendy's,"2520 E Lincolnway, Cheyenne, WY 82001","Cheyenne, WY 82001",(307) 632-8232,https://www.google.com/maps?cid=593662635964337839,"Sunday:[6:30AM-12AM], Monday:[6:30AM-12AM], Tuesday:[6:30AM-12AM], Wednesday:[6:30AM-12AM], Thursday:[6:30AM-12AM], Friday:[6:30AM-12AM], Saturday:[6:30AM-12AM]"
Wendy's,"1319 Coffeen Ave, Sheridan, WY 82801","Sheridan, WY 82801",(307) 674-9281,https://www.google.com/maps?cid=659911647096230460,"Sunday:[6:30AM-10PM], Monday:[6:30AM-10PM], Tuesday:[6:30AM-10PM], Wednesday:[6:30AM-10PM], Thursday:[6:30AM-10PM], Friday:[6:30AM-11PM], Saturday:[6:30AM-11PM]"
Wendy's,"1800 N Federal Blvd, Riverton, WY 82501","Riverton, WY 82501",(307) 856-6538,https://www.google.com/maps?cid=8290858997958280563,"Sunday:[6:30AM-10PM], Monday:[6:30AM-10PM], Tuesday:[6:30AM-10PM], Wednesday:[6:30AM-10PM], Thursday:[6:30AM-10PM], Friday:[6:30AM-10PM], Saturday:[6:30AM-10PM]"
Taco Bell,"86 SE Wyoming Blvd, Casper, WY 82609","Casper, WY 82609",(307) 266-0056,https://www.google.com/maps?cid=10390892919651352205,"Sunday:[6AM-3AM], Monday:[6AM-3AM], Tuesday:[6AM-3AM], Wednesday:[6AM-3AM], Thursday:[6AM-3AM], Friday:[6AM-3AM], Saturday:[6AM-3AM]"
Sonic Drive-In,"2540 Dell Range Blvd, Cheyenne, WY 82009","Cheyenne, WY 82009",(307) 632-9188,https://www.google.com/maps?cid=8938848680349278765,"Sunday:[8AM-9PM], Monday:[8AM-9PM], Tuesday:[8AM-9PM], Wednesday:[8AM-9PM], Thursday:[8AM-9PM], Friday:[8AM-10PM], Saturday:[8AM-10PM]"
McDonald's,"920 44th St SW, Wyoming, MI 49509","Wyoming, MI 49509",(616) 530-2666,https://www.google.com/maps?cid=5036579116590608762,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]"
Burger King,"1902 Mountain View Dr, Cody, WY 82414","Cody, WY 82414",(307) 370-3714,https://www.google.com/maps?cid=12072470955920032722,"Sunday:[7AM-12AM], Monday:[6AM-12AM], Tuesday:[6AM-12AM], Wednesday:[6AM-12AM], Thursday:[6AM-12AM], Friday:[6AM-12AM], Saturday:[6AM-12AM]"
McDonald's,"1115 Chicago Dr SW, Wyoming, MI 49519","Wyoming, MI 49519",(616) 248-9755,https://www.google.com/maps?cid=13501057666239697090,"Sunday:[6AM-11PM], Monday:[5AM-11PM], Tuesday:[5AM-11PM], Wednesday:[5AM-11PM], Thursday:[5AM-11PM], Friday:[5AM-12AM], Saturday:[6AM-12AM]"
McDonald's,"2727 28th St SW, Wyoming, MI 49519","Wyoming, MI 49519",(616) 534-3876,https://www.google.com/maps?cid=8025199414780281092,"Sunday:[7AM-12AM], Monday:[5AM-12AM], Tuesday:[5AM-12AM], Wednesday:[5AM-12AM], Thursday:[5AM-12AM], Friday:[5AM-1AM], Saturday:[6AM-1AM]"
Wendy's,"1456 Sheridan Ave, Cody, WY 82414","Cody, WY 82414",(307) 527-7636,https://www.google.com/maps?cid=5670471685140635584,"Sunday:[6:30AM-9PM], Monday:[6:30AM-9PM], Tuesday:[6:30AM-9PM], Wednesday:[6:30AM-9PM], Thursday:[6:30AM-9PM], Friday:[6:30AM-10PM], Saturday:[6:30AM-10PM]"
Wendy's,"3305 W College Dr, Cheyenne, WY 82007","Cheyenne, WY 82007",(307) 638-2976,https://www.google.com/maps?cid=16870130542472179170,"Sunday:[6:30AM-12AM], Monday:[6:30AM-12AM], Tuesday:[6:30AM-12AM], Wednesday:[6:30AM-12AM], Thursday:[6:30AM-12AM], Friday:[6:30AM-12AM], Saturday:[6:30AM-12AM]"
Burger King,"37 Swift Creek Ln, Afton, WY 83110","Afton, WY 83110",(307) 886-3143,https://www.google.com/maps?cid=12978536964058596232,"Sunday:[7AM-10PM], Monday:[7AM-10PM], Tuesday:[7AM-10PM], Wednesday:[7AM-10PM], Thursday:[7AM-10PM], Friday:[7AM-10PM], Saturday:[7AM-10PM]"
Dash Inn,"620 E Hart St, Buffalo, WY 82834","Buffalo, WY 82834",(307) 684-7930,https://www.google.com/maps?cid=10894956497269888987,"Sunday:[Closed], Monday:[Closed], Tuesday:[11AM-8PM], Wednesday:[11AM-8PM], Thursday:[11AM-8PM], Friday:[11AM-8PM], Saturday:[11AM-8PM]"
McDonald's,"1221 28th St SW, Wyoming, MI 49509","Wyoming, MI 49509",(616) 531-6190,https://www.google.com/maps?cid=18064433692528013675,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]"
More Burgers and Shakes Riverton,"122 S 2nd St E, Riverton, WY 82501","Riverton, WY 82501",(307) 463-0344,https://www.google.com/maps?cid=1854220562146752551,"Sunday:[11AM-8PM], Monday:[11AM-8PM], Tuesday:[11AM-8PM], Wednesday:[11AM-8PM], Thursday:[11AM-8PM], Friday:[11AM-8PM], Saturday:[11AM-8PM]"
Taco John's,"2220 Carey Ave, Cheyenne, WY 82001","Cheyenne, WY 82001",(307) 634-7853,https://www.google.com/maps?cid=10958862180772060945,"Sunday:[7AM-9PM], Monday:[6AM-9PM], Tuesday:[6AM-9PM], Wednesday:[6AM-9PM], Thursday:[6AM-9PM], Friday:[6AM-9PM], Saturday:[7AM-9PM]"
Sonic Drive-In,"6793 Bonanza Rd, Evansville, WY 82636","Evansville, WY 82636",(307) 333-4959,https://www.google.com/maps?cid=9862221421734072675,"Sunday:[8AM-9PM], Monday:[8AM-9PM], Tuesday:[8AM-9PM], Wednesday:[8AM-9PM], Thursday:[8AM-9PM], Friday:[8AM-10PM], Saturday:[8AM-10PM]"
McDonald's,"3873 Division Ave S, Wyoming, MI 49548","Wyoming, MI 49548",(616) 531-2190,https://www.google.com/maps?cid=6421531237242496848,"Sunday:[6AM-11PM], Monday:[5AM-11PM], Tuesday:[5AM-11PM], Wednesday:[5AM-11PM], Thursday:[5AM-11PM], Friday:[5AM-11PM], Saturday:[6AM-11PM]"
McDonald's,"5631 Byron Center Ave SW, Wyoming, MI 49418","Wyoming, MI 49418",(616) 249-3115,https://www.google.com/maps?cid=14272221737489154916,"Sunday:[5:15AM-12:30AM], Monday:[4:15AM-12:30AM], Tuesday:[4:15AM-12:30AM], Wednesday:[4:15AM-12:30AM], Thursday:[4:15AM-12:30AM], Friday:[4:15AM-1:30AM], Saturday:[4:15AM-1:30AM]"
Burger King,"81 SE Wyoming Blvd, Casper, WY 82609","Casper, WY 82609",(307) 235-6090,https://www.google.com/maps?cid=10312766474749694496,"Sunday:[7AM-10PM], Monday:[6AM-11PM], Tuesday:[6AM-11PM], Wednesday:[6AM-11PM], Thursday:[6AM-11PM], Friday:[6AM-11PM], Saturday:[6AM-11PM]"
Burger King,"4051 CY Ave, Casper, WY 82604","Casper, WY 82604",(307) 265-0945,https://www.google.com/maps?cid=18194498658858297260,"Sunday:[7AM-10PM], Monday:[6AM-11PM], Tuesday:[6AM-11PM], Wednesday:[6AM-11PM], Thursday:[6AM-11PM], Friday:[6AM-11PM], Saturday:[6AM-11PM]"
Sonic Drive-In,"97 Gateway Blvd, Rock Springs, WY 82901","Rock Springs, WY 82901",(307) 362-1960,https://www.google.com/maps?cid=13117314101643190458,"Sunday:[7AM-10PM], Monday:[7AM-10PM], Tuesday:[7AM-10PM], Wednesday:[7AM-10PM], Thursday:[7AM-10PM], Friday:[7AM-10PM], Saturday:[7AM-10PM]"
Sonic Drive-In,"2309 S Douglas Hwy, Gillette, WY 82718","Gillette, WY 82718",(307) 682-3415,https://www.google.com/maps?cid=8603131972606941762,"Sunday:[8AM-10PM], Monday:[6AM-10PM], Tuesday:[6AM-10PM], Wednesday:[6AM-10PM], Thursday:[6AM-10PM], Friday:[6AM-10PM], Saturday:[6AM-10PM]"
Burger King,"1020 E Valley Rd, Torrington, WY 82240","Torrington, WY 82240",(307) 532-4505,https://www.google.com/maps?cid=9341508809461886480,"Sunday:[6AM-11PM], Monday:[6AM-11PM], Tuesday:[6AM-11PM], Wednesday:[6AM-11PM], Thursday:[6AM-11PM], Friday:[6AM-11PM], Saturday:[6AM-11PM]"
Burger King,"2345 E Lincolnway, Cheyenne, WY 82001","Cheyenne, WY 82001",(307) 632-0322,https://www.google.com/maps?cid=4618830258550934304,"Sunday:[7AM-11PM], Monday:[6AM-11PM], Tuesday:[6AM-11PM], Wednesday:[6AM-11PM], Thursday:[6AM-11PM], Friday:[6AM-11PM], Saturday:[6AM-11PM]"
McDonald's,"913 Wyoming Ave, Wyoming, PA 18644","Wyoming, PA 18644",(570) 693-9947,https://www.google.com/maps?cid=7863786482562457856,"Sunday:[6:30AM-11PM], Monday:[6AM-11PM], Tuesday:[6AM-11PM], Wednesday:[6AM-11PM], Thursday:[6AM-11PM], Friday:[6AM-11PM], Saturday:[6:30AM-11PM]"
A&W Restaurant,"81 Swanson Rd, Wheatland, WY 82201","Wheatland, WY 82201",(307) 322-1885,https://www.google.com/maps?cid=1082985296503163742,"Sunday:[10:30AM-9PM], Monday:[10:30AM-9PM], Tuesday:[10:30AM-9PM], Wednesday:[10:30AM-9PM], Thursday:[10:30AM-9PM], Friday:[10:30AM-9PM], Saturday:[10:30AM-9PM]"
Hamburger Stand,"3930 E 2nd St, Casper, WY 82609","Casper, WY 82609",(307) 234-8604,https://www.google.com/maps?cid=16676481275795309605,"Sunday:[8AM-11PM], Monday:[8AM-11PM], Tuesday:[8AM-11PM], Wednesday:[8AM-11PM], Thursday:[8AM-11PM], Friday:[8AM-12AM], Saturday:[8AM-12AM]"
McDonald's,"7300 Wyoming Ave, Dearborn, MI 48126","Dearborn, MI 48126",(313) 931-2915,https://www.google.com/maps?cid=12016336500057008807,"Sunday:[6AM-12AM], Monday:[6AM-12AM], Tuesday:[6AM-12AM], Wednesday:[6AM-12AM], Thursday:[6AM-12AM], Friday:[6AM-12AM], Saturday:[6AM-12AM]"
Burger King,"2200 S Douglas Hwy, Gillette, WY 82718","Gillette, WY 82718",(307) 687-0400,https://www.google.com/maps?cid=17847438654480028255,"Sunday:[5:30AM-10PM], Monday:[5:30AM-11PM], Tuesday:[5:30AM-11PM], Wednesday:[5:30AM-11PM], Thursday:[5:30AM-11PM], Friday:[5:30AM-12AM], Saturday:[6AM-12AM]"
Arctic Circle,"445 E Flaming Gorge Way, Green River, WY 82935","Green River, WY 82935",(307) 875-4582,https://www.google.com/maps?cid=9320380956572690040,"Sunday:[12-10PM], Monday:[10AM-10PM], Tuesday:[10AM-10PM], Wednesday:[10AM-10PM], Thursday:[10AM-10PM], Friday:[10AM-10PM], Saturday:[10AM-10PM]"
Taco Bell,"701 E Boxelder Rd, Gillette, WY 82716","Gillette, WY 82716",(307) 682-3355,https://www.google.com/maps?cid=18061416403502801255,"Sunday:[6AM-2AM], Monday:[6AM-2AM], Tuesday:[6AM-2AM], Wednesday:[6AM-2AM], Thursday:[6AM-2AM], Friday:[6AM-3AM], Saturday:[6AM-3AM]"
