Name,State,Phone Number,Location,Full Address,Opening hours
McDonald's,"Willow Park, TX 76008",(817) 441-7454,https://www.google.com/maps?cid=386535034407006270,"5090 I-H 20 East Service Road, Willow Park, TX 76008","Friday:[5AM-11PM], Saturday:[5AM-11PM], Sunday:[6AM-11PM], Monday:[5AM-11PM], Tuesday:[5AM-11PM], Wednesday:[5AM-11PM], Thursday:[5AM-11PM]"
McDonald's,"Roanoke, TX 76262",(817) 491-3502,https://www.google.com/maps?cid=13476665429190509530,"1100 N US Hwy 377, Roanoke, TX 76262","Friday:[6AM-11PM], Saturday:[5AM-11PM], Sunday:[5AM-11PM], Monday:[5AM-11PM], Tuesday:[5AM-11PM], Wednesday:[5AM-11PM], Thursday:[5AM-11PM]"
McDonald's,"Anthony, TX 79821",(915) 886-3419,https://www.google.com/maps?cid=18031338931844324317,"3000 Mountain Pass Blvd, Anthony, TX 79821","Friday:[5AM-12AM], Saturday:[5AM-12AM], Sunday:[5AM-11PM], Monday:[5AM-11PM], Tuesday:[5AM-11PM], Wednesday:[5AM-11PM], Thursday:[5AM-11PM]"
McDonald's,"Sanger, TX 76266",(940) 458-6601,https://www.google.com/maps?cid=16935476313921767203,"601 N Stemmons St, Sanger, TX 76266","Friday:[5AM-12AM], Saturday:[5AM-12AM], Sunday:[5:45AM-11PM], Monday:[5AM-11PM], Tuesday:[5AM-11PM], Wednesday:[5AM-11PM], Thursday:[5AM-11PM]"
McDonald's,"Anthony, TX 79821",(915) 886-2056,https://www.google.com/maps?cid=5490451719610171268,"101 S Main St, Anthony, TX 79821","Friday:[5AM-12AM], Saturday:[5AM-12AM], Sunday:[5AM-11PM], Monday:[5AM-11PM], Tuesday:[5AM-11PM], Wednesday:[5AM-11PM], Thursday:[5AM-11PM]"
McDonald's,"Conroe, TX 77385",(936) 321-5522,https://www.google.com/maps?cid=2127931825644379451,"8001 TX-242, Conroe, TX 77385","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Commerce, TX 75428",(903) 886-7771,https://www.google.com/maps?cid=4291262783607231960,"2102 Live Oak St, Commerce, TX 75428","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Richland Hills, TX 76118",(817) 284-3999,https://www.google.com/maps?cid=10600543268935266820,"7305 Airport Fwy, Richland Hills, TX 76118","Friday:[4AM-12AM], Saturday:[4AM-12AM], Sunday:[4AM-11PM], Monday:[4AM-11PM], Tuesday:[4AM-11PM], Wednesday:[4AM-11PM], Thursday:[4AM-11PM]"
McDonald's,"Bee Cave, TX 78738",(512) 263-8083,https://www.google.com/maps?cid=2840838915910864634,"12514 State Hwy 71, Bee Cave, TX 78738","Friday:[5AM-12AM], Saturday:[5AM-11PM], Sunday:[5AM-11PM], Monday:[5AM-11PM], Tuesday:[5AM-11PM], Wednesday:[5AM-11PM], Thursday:[5AM-12AM]"
McDonald's,"Dallas, TX 75202",(469) 227-8533,https://www.google.com/maps?cid=8263353877836084355,"1000 Commerce St, Dallas, TX 75202","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Montgomery, TX 77356",(936) 588-1303,https://www.google.com/maps?cid=10077771678118319495,"15476 TX-105, Montgomery, TX 77356","Friday:[5AM-12AM], Saturday:[5AM-12AM], Sunday:[6AM-11PM], Monday:[5AM-11PM], Tuesday:[5AM-11PM], Wednesday:[5AM-11PM], Thursday:[5AM-11PM]"
McDonald's,"San Antonio, TX 78251",(210) 647-4445,https://www.google.com/maps?cid=4879412558466461016,"8819 TX-151, San Antonio, TX 78251","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"San Antonio, TX 78251",(210) 647-4445,https://www.google.com/maps?cid=4879412558466461016,"8819 TX-151, San Antonio, TX 78251","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"San Marcos, TX 78666",(512) 353-5110,https://www.google.com/maps?cid=12035319292960877780,"1001 TX-123, San Marcos, TX 78666","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Mineola, TX 75773",(903) 569-3252,https://www.google.com/maps?cid=15595631679843039260,"1202 N Pacific St, Mineola, TX 75773","Friday:[5AM-12AM], Saturday:[5AM-12AM], Sunday:[6AM-11PM], Monday:[5AM-11PM], Tuesday:[5AM-11PM], Wednesday:[5AM-11PM], Thursday:[5AM-11PM]"
McDonald's,"New Braunfels, TX 78130",(830) 620-7747,https://www.google.com/maps?cid=16490735851486196599,"4142 TX-337 Loop, New Braunfels, TX 78130","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Gladewater, TX 75647",(903) 845-9910,https://www.google.com/maps?cid=6893952298975633648,"1100 E Broadway Ave, Gladewater, TX 75647","Friday:[6AM-11PM], Saturday:[6AM-11PM], Sunday:[6AM-11PM], Monday:[6AM-11PM], Tuesday:[6AM-11PM], Wednesday:[6AM-11PM], Thursday:[6AM-11PM]"
McDonald's,"McKinney, TX 75069",(972) 542-2139,https://www.google.com/maps?cid=11510569355527042480,"240 W Eldorado Pkwy, McKinney, TX 75069","Friday:[4AM-12AM], Saturday:[4AM-12AM], Sunday:[4AM-12AM], Monday:[4AM-12AM], Tuesday:[4AM-12AM], Wednesday:[4AM-12AM], Thursday:[4AM-12AM]"
McDonald's,"Midland, TX 79707",(432) 699-0768,https://www.google.com/maps?cid=3284080935485204018,"3310 W Loop 250 N, Midland, TX 79707","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Tomball, TX 77375",(281) 430-3033,https://www.google.com/maps?cid=15854834011010919865,"24421 TX-249, Tomball, TX 77375","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Post, TX 79356",(806) 495-0495,https://www.google.com/maps?cid=19523341087479284,"102 N Broadway St, Post, TX 79356","Friday:[4AM-12AM], Saturday:[4AM-12AM], Sunday:[4AM-11PM], Monday:[4AM-11PM], Tuesday:[4AM-11PM], Wednesday:[4AM-11PM], Thursday:[4AM-11PM]"
McDonald's,"Manor, TX 78653",(512) 272-4300,https://www.google.com/maps?cid=10411854166798254723,"12609 Lexington St, Manor, TX 78653","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Greenville, TX 75401",(903) 454-6141,https://www.google.com/maps?cid=12640307571746667813,"4705 Moulton St, Greenville, TX 75401","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Orange, TX 77630",(409) 886-0646,https://www.google.com/maps?cid=18012326775616971774,"1710 N 16th St, Orange, TX 77630","Friday:[5AM-11PM], Saturday:[5AM-11PM], Sunday:[5AM-11PM], Monday:[5AM-11PM], Tuesday:[5AM-11PM], Wednesday:[5AM-11PM], Thursday:[5AM-11PM]"
McDonald's,"Graham, TX 76450",(940) 549-5117,https://www.google.com/maps?cid=14348754027860766289,"1701 TX-16 S, Graham, TX 76450","Friday:[5AM-1AM], Saturday:[5AM-1AM], Sunday:[5AM-12AM], Monday:[5AM-12AM], Tuesday:[5AM-12AM], Wednesday:[5AM-12AM], Thursday:[5AM-12AM]"
McDonald's,"Lamesa, TX 79331",(806) 872-6541,https://www.google.com/maps?cid=13346560957848936298,"505 N Dallas Ave, Lamesa, TX 79331","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[4AM-12AM], Monday:[4AM-12AM], Tuesday:[4AM-12AM], Wednesday:[4AM-12AM], Thursday:[4AM-12AM]"
McDonald's,"Cedar Park, TX 78613",(512) 259-5770,https://www.google.com/maps?cid=8823103236837404778,"1103 N Bell Blvd, Cedar Park, TX 78613","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Burnet, TX 78611",(512) 715-0066,https://www.google.com/maps?cid=16291814346973125974,"200 N Water St, Burnet, TX 78611","Friday:[6AM-11PM], Saturday:[6AM-11PM], Sunday:[7AM-11PM], Monday:[6AM-11PM], Tuesday:[6AM-11PM], Wednesday:[6AM-11PM], Thursday:[6AM-11PM]"
McDonald's,"Whitney, TX 76692",(254) 694-1114,https://www.google.com/maps?cid=2389438447587162825,"1317 N Brazos St, Whitney, TX 76692","Friday:[6AM-11PM], Saturday:[6AM-11PM], Sunday:[6AM-10PM], Monday:[6AM-10PM], Tuesday:[6AM-10PM], Wednesday:[6AM-10PM], Thursday:[6AM-10PM]"
McDonald's,"San Antonio, TX 78254",,https://www.google.com/maps?cid=8772827061686578361,"8107 TX-1604 Loop, San Antonio, TX 78254","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Fort Worth, TX 76133",(817) 292-5620,https://www.google.com/maps?cid=3692644082476944758,"3500 Altamesa Blvd, Fort Worth, TX 76133","Friday:[4:30AM-12AM], Saturday:[Open 24 hours], Sunday:[4AM-12AM], Monday:[4:30AM-12AM], Tuesday:[4:30AM-12AM], Wednesday:[4:30AM-12AM], Thursday:[4:30AM-12AM]"
McDonald's,"Southlake, TX 76092",(817) 329-8959,https://www.google.com/maps?cid=13743743196261237825,"225 Kimball Pk, Southlake, TX 76092","Friday:[5AM-12AM], Saturday:[Open 24 hours], Sunday:[4AM-12AM], Monday:[5AM-12AM], Tuesday:[5AM-12AM], Wednesday:[5AM-12AM], Thursday:[5AM-12AM]"
McDonald's,"Decatur, TX 76234",(940) 627-5950,https://www.google.com/maps?cid=2505898735693115978,"908 Hwy 380, Decatur, TX 76234","Friday:[5AM-12AM], Saturday:[5AM-12AM], Sunday:[5AM-11PM], Monday:[5AM-11PM], Tuesday:[5AM-11PM], Wednesday:[5AM-11PM], Thursday:[5AM-11PM]"
McDonald's,"Fort Worth, TX 76119",(817) 413-0059,https://www.google.com/maps?cid=9797049674739783586,"3000 E Berry St, Fort Worth, TX 76119","Friday:[5AM-12AM], Saturday:[Open 24 hours], Sunday:[4AM-1AM], Monday:[5AM-1AM], Tuesday:[5AM-1AM], Wednesday:[5AM-1AM], Thursday:[5AM-1AM]"
McDonald's,"Bastrop, TX 78602",(512) 321-1591,https://www.google.com/maps?cid=1640714797515594584,"496 State Hwy 71 W, Bastrop, TX 78602","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Fort Worth, TX 76052",(817) 439-8023,https://www.google.com/maps?cid=3333932178535326317,"13124 US-287, Fort Worth, TX 76052","Friday:[5AM-12AM], Saturday:[5AM-12AM], Sunday:[5AM-12AM], Monday:[5AM-12AM], Tuesday:[5AM-12AM], Wednesday:[5AM-12AM], Thursday:[5AM-12AM]"
McDonald's,"Grand Prairie, TX 75051",(972) 237-9654,https://www.google.com/maps?cid=11439457113868483381,"102 W Hwy 303, Grand Prairie, TX 75051","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Lacy Lakeview, TX 76705",(254) 867-0404,https://www.google.com/maps?cid=12391767148974723157,"4503 I-35, Lacy Lakeview, TX 76705","Friday:[5AM-11PM], Saturday:[5AM-11PM], Sunday:[5AM-11PM], Monday:[5AM-11PM], Tuesday:[5AM-11PM], Wednesday:[5AM-11PM], Thursday:[5AM-11PM]"
McDonald's,"Royse City, TX 75189",(972) 635-6880,https://www.google.com/maps?cid=12090054932225332209,"200 I-30 Frontage Rd, Royse City, TX 75189","Friday:[4:30AM-1AM], Saturday:[5:30AM-1AM], Sunday:[5:30AM-1AM], Monday:[4:30AM-1AM], Tuesday:[4:30AM-1AM], Wednesday:[4:30AM-1AM], Thursday:[4:30AM-1AM]"
McDonald's,"Bedford, TX 76021",(817) 399-0097,https://www.google.com/maps?cid=11629412427437106153,"3350 Harwood Rd, Bedford, TX 76021","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Allen, TX 75002",(972) 727-2701,https://www.google.com/maps?cid=3184598461857161322,"104 Central Expy S, Allen, TX 75002","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Seminole, TX 79360",(432) 758-2992,https://www.google.com/maps?cid=15377267440662076351,"1001 Hobbs Hwy, Seminole, TX 79360","Friday:[4AM-12AM], Saturday:[4AM-12AM], Sunday:[4AM-11PM], Monday:[4AM-11PM], Tuesday:[4AM-11PM], Wednesday:[4AM-11PM], Thursday:[4AM-11PM]"
McDonald's,"Sherman, TX 75090",(903) 893-5927,https://www.google.com/maps?cid=12892634366907097373,"2217 Texoma Pkwy N, Sherman, TX 75090","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Gilmer, TX 75644",(903) 843-5276,https://www.google.com/maps?cid=2503899733183100394,"1700 N Wood St, Gilmer, TX 75644","Friday:[5AM-12AM], Saturday:[5AM-12AM], Sunday:[6AM-12AM], Monday:[5AM-12AM], Tuesday:[5AM-12AM], Wednesday:[5AM-12AM], Thursday:[5AM-12AM]"
McDonald's,"Buffalo, TX 75831",(903) 322-1010,https://www.google.com/maps?cid=8554399321339305997,"441 S Craigs Drive, Buffalo, TX 75831","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Lake Jackson, TX 77566",(979) 299-3008,https://www.google.com/maps?cid=1107812690151112160,"118 TX-332 W, Lake Jackson, TX 77566","Friday:[5AM-12AM], Saturday:[5AM-12AM], Sunday:[5AM-12AM], Monday:[5AM-12AM], Tuesday:[5AM-12AM], Wednesday:[5AM-12AM], Thursday:[5AM-12AM]"
McDonald's,"Hearne, TX 77859",(979) 279-9877,https://www.google.com/maps?cid=17614786300529616949,"1425 N Market St, Hearne, TX 77859","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Santa Fe, TX 77510",(409) 925-1974,https://www.google.com/maps?cid=8281985152244767648,"12400 Hwy 6, Santa Fe, TX 77510","Friday:[5AM-12AM], Saturday:[5AM-12AM], Sunday:[5AM-11PM], Monday:[5AM-11PM], Tuesday:[5AM-11PM], Wednesday:[5AM-11PM], Thursday:[5AM-11PM]"
McDonald's,"Dallas, TX 75232",(214) 372-5981,https://www.google.com/maps?cid=1503088553772390734,"125 W Camp Wisdom Rd, Dallas, TX 75232","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Arlington, TX 76010",(817) 274-2755,https://www.google.com/maps?cid=18371304700495234521,"2575 E Arkansas Ln, Arlington, TX 76010","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Cedar Creek, TX 78612",(512) 247-9993,https://www.google.com/maps?cid=7486958583892311500,"2850 E Hwy 71 West, Cedar Creek, TX 78612","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
McDonald's,"Grand Prairie, TX 75052",(972) 641-7323,https://www.google.com/maps?cid=7257417367800783279,"3902 S Great SW Pkwy, Grand Prairie, TX 75052","Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours]"
